"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
7309,"Vampire Rain","X360",2007,"Action","Microsoft Game Studios",0.18,0,0.01,0.01,0.21
7310,"Way of the Samurai 3","X360",2009,"Action","Gamebridge",0.12,0.05,0.02,0.02,0.21
7311,"Deus Ex: The Conspiracy","PS2",2002,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21
7312,"Unreal II: The Awakening","XB",2004,"Shooter","Atari",0.17,0.04,0,0.01,0.21
7313,"Rumble Racing","PS2",2001,"Racing","Electronic Arts",0.1,0.08,0,0.03,0.21
7314,"Spider-Man: Web of Shadows","PS2",2008,"Action","Activision",0.1,0.08,0,0.03,0.21
7315,"Disgaea D2: A Brighter Darkness","PS3",2013,"Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.01,0.21
7316,"Batman Begins","XB",2005,"Action","Electronic Arts",0.16,0.04,0,0.01,0.21
7317,"Just Dance: Greatest Hits","Wii",2012,"Misc","Ubisoft",0.15,0.04,0,0.02,0.21
7318,"J-League Winning Eleven 10 + Europa League 06-07","PS2",2006,"Sports","Konami Digital Entertainment",0,0,0.21,0,0.21
7319,"Shrek: Reekin' Havoc","GBA",2003,"Platform","TDK Mediactive",0.15,0.06,0,0,0.21
7320,"Solatorobo: Red the Hunter","DS",2010,"Role-Playing","Nintendo",0.08,0.04,0.07,0.01,0.21
7321,"Tales of Phantasia: Narikiri Dungeon X","PSP",2010,"Role-Playing","Namco Bandai Games",0,0,0.21,0,0.21
7322,"JSRF: Jet Set Radio Future","XB",2002,"Action","Sega",0.13,0.04,0.03,0.01,0.21
7323,"NHL Hitz 20-02","GC",2001,"Sports","Midway Games",0.16,0.04,0,0.01,0.21
7324,"The Last Airbender","Wii",2010,"Action","THQ",0.12,0.07,0,0.02,0.21
7325,"NCAA Football 2003","GC",2002,"Sports","Electronic Arts",0.16,0.04,0,0.01,0.21
7326,"StokEd","X360",2009,"Sports","Zushi Games",0.18,0.01,0,0.01,0.21
7327,"Rollcage","PS",1999,"Racing","Psygnosis",0.12,0.08,0,0.01,0.21
7328,"ESPN Winter X Games: Snowboarding 2002","PS2",2000,"Sports","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21
7329,"Project: Snowblind","PS2",2005,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21
7330,"Tony Hawk's Motion","DS",2008,"Sports","Activision",0.19,0,0,0.02,0.21
7331,"Super Robot Taisen K","DS",2009,"Strategy","Namco Bandai Games",0,0,0.21,0,0.21
7332,"Mortal Kombat: Special Forces","PS",2000,"Fighting","Midway Games",0.12,0.08,0,0.01,0.21
7333,"LEGO The Hobbit","PSV",2014,"Action","Warner Bros. Interactive Entertainment",0.03,0.13,0,0.05,0.21
7334,"Rayman Legends","PSV",2014,"Platform","Ubisoft",0.03,0.12,0,0.05,0.21
7335,"Dragon Ball Z: Harukanaru Densetsu","DS",2007,"Role-Playing","Namco Bandai Games",0.19,0,0,0.02,0.21
7336,"Wacky Races: Crash & Dash","DS",2008,"Racing","Eidos Interactive",0.19,0,0,0.01,0.21
7337,"I Spy: Castle","DS",2011,"Puzzle","Scholastic Inc.",0.19,0,0,0.01,0.21
7338,"Shin Megami Tensei: Persona 3 (jp sales)","PS2",2006,"Role-Playing","Tecmo Koei",0,0,0.21,0,0.21
7339,"Greg Hastings Paintball 2","X360",2010,"Shooter","Majesco Entertainment",0.19,0,0,0.01,0.21
7340,"Evil Dead: Regeneration","PS2",2005,"Action","THQ",0.1,0.08,0,0.03,0.21
7341,"Dead to Rights: Retribution","X360",2010,"Shooter","Namco Bandai Games",0.11,0.08,0,0.02,0.21
7342,"NCAA March Madness 07","X360",2007,"Sports","Electronic Arts",0.19,0,0,0.02,0.21
7343,"NHL 2003","XB",2002,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.21
7344,"Marvel Super Hero Squad: Comic Combat","PS3",2011,"Action","THQ",0.11,0.07,0,0.03,0.21
7345,"X-Men: Children of the Atom","SAT",1995,"Fighting","Acclaim Entertainment",0,0,0.21,0,0.21
7346,"Barbie Fashion Show: An Eye for Style","DS",2008,"Misc","Activision",0.19,0,0,0.02,0.21
7347,"Tiger Woods PGA Tour","PSP",2005,"Sports","Electronic Arts",0.19,0,0,0.02,0.21
7348,"Yarudora Series Vol. 2: Kisetsu wo Dakishimete","PS",1998,"Adventure","Sony Computer Entertainment",0,0,0.19,0.01,0.21
7349,"NHL 2K3","PS2",2002,"Sports","Sega",0.1,0.08,0,0.03,0.21
7350,"Heisei Kyouiku linkai DS","DS",2006,"Misc","Namco Bandai Games",0,0,0.21,0,0.21
7351,"SpongeBob SquarePants: Game Boy Advance Video Volume 3","GBA",2004,"Misc","N/A",0.15,0.05,0,0,0.21
7352,"Pro Yaky? Spirits 2010","PS3",2010,"Sports","Konami Digital Entertainment",0,0,0.21,0,0.21
7353,"The Naked Brothers Band: The Video Game","Wii",2008,"Misc","THQ",0.19,0,0,0.01,0.21
7354,"Final Fight One","GBA",2001,"Fighting","Ubisoft",0.09,0.03,0.08,0,0.21
7355,"Rune Factory: Tides of Destiny","Wii",2011,"Role-Playing","Marvelous Interactive",0.14,0,0.06,0.01,0.21
7356,"The Amazing Spider-Man (Console Version)","DS",2012,"Action","Activision",0.15,0.04,0,0.01,0.21
7357,"NCAA Football 10","PSP",2009,"Sports","Electronic Arts",0.19,0,0,0.02,0.21
7358,"Gallop Racer 2003: A New Breed","PS2",2002,"Sports","Zoo Digital Publishing",0.04,0.03,0.12,0.01,0.21
7359,"Dawn of Discovery","Wii",2009,"Simulation","Ubisoft",0.13,0.06,0,0.02,0.21
7360,"BeyBlade VForce: Super Tournament Battle","GC",2002,"Action","Atari",0.16,0.04,0,0.01,0.21
7361,"Outlaw Golf 2","XB",2004,"Sports","Global Star",0.15,0.04,0,0.01,0.21
7362,"Little Battlers eXperience: Baku Boost","3DS",2012,"Action","Nintendo",0,0,0.21,0,0.21
7363,"Anarchy Reigns","PS3",2012,"Action","Sega",0.1,0.03,0.06,0.02,0.21
7364,"CSI: Deadly Intent","X360",2009,"Adventure","Ubisoft",0.1,0.08,0,0.02,0.21
7365,"Defiance","PC",2013,"Shooter","Trion Worlds",0.14,0.04,0,0.02,0.21
7366,"J-League Pro Soccer Club o Tsukurou! 7 Euro Plus","PSP",2011,"Sports","Sega",0,0,0.21,0,0.21
7367,"LEGO Ninjago: Shadow of Ronin","3DS",2015,"Action","Warner Bros. Interactive Entertainment",0.05,0.1,0.04,0.01,0.21
7368,"Bugs Bunny & Taz: Time Busters","PS",2000,"Adventure","Infogrames",0.11,0.08,0,0.01,0.21
7369,"Need for Speed Carbon: Own the City","DS",2006,"Racing","Electronic Arts",0.17,0.02,0,0.02,0.21
7370,"Dragon Ball Z: Sagas","GC",2005,"Fighting","Atari",0.16,0.04,0,0.01,0.21
7371,"Kung Fu Rider","PS3",2010,"Action","Sony Computer Entertainment",0.06,0.1,0.01,0.04,0.21
7372,"Jikkyou Powerful Pro Yakyuu 2012","PS3",2012,"Action","Konami Digital Entertainment",0,0,0.21,0,0.21
7373,"X2: Wolverine's Revenge","XB",2003,"Platform","Activision",0.15,0.04,0,0.01,0.21
7374,"Power Rangers: Wild Force","GBA",2002,"Action","THQ",0.15,0.05,0,0,0.21
7375,"The Wolf Among Us","PS4",2014,"Adventure","Telltale Games",0.1,0.07,0,0.03,0.21
7376,"Thrillville","PSP",2006,"Strategy","Atari",0.18,0,0,0.02,0.2
7377,"Battle of Giants: Dinosaurs Strike","Wii",2010,"Strategy","Ubisoft",0.15,0.04,0,0.02,0.2
7378,"Attack on Titan (KOEI)","PS4",2016,"Action","Tecmo Koei",0.02,0.06,0.11,0.02,0.2
7379,"The King of Fighters '95","NG",1995,"Fighting","SNK",0,0,0.2,0,0.2
7380,"Discovery Kids: Pony Paradise","DS",2009,"Simulation","505 Games",0.19,0,0,0.01,0.2
7381,"Mary-Kate and Ashley: Girls Night Out","GBA",2002,"Misc","Acclaim Entertainment",0.15,0.05,0,0,0.2
7382,"Cabela's North American Adventures","Wii",2010,"Sports","Activision",0.19,0,0,0.01,0.2
7383,"Enchanted Arms","PS3",2007,"Role-Playing","Ubisoft",0.17,0.01,0,0.02,0.2
7384,"Beyblade G-Revolution","GBA",2004,"Action","Atari",0.15,0.05,0,0,0.2
7385,"WWE All Stars","Wii",2011,"Fighting","THQ",0.11,0.07,0,0.02,0.2
7386,"Trade & Battle: Card Hero","GB",2000,"Strategy","Nintendo",0,0,0.2,0,0.2
7387,"World Championship Cards","PSP",2008,"Misc","Crave Entertainment",0.19,0,0,0.02,0.2
7388,"You Don't Know Jack","X360",2011,"Misc","THQ",0.19,0,0,0.01,0.2
7389,"Chronicles of Mystery: Curse of the Ancient Temple","DS",2009,"Adventure","City Interactive",0.07,0.11,0,0.02,0.2
7390,"NBA Live 15","XOne",2014,"Sports","Electronic Arts",0.17,0.02,0,0.02,0.2
7391,"Capcom Fighting Evolution","PS2",2004,"Fighting","Capcom",0.1,0.08,0,0.03,0.2
7392,"Frogger 3D","3DS",2011,"Action","Konami Digital Entertainment",0.16,0.03,0,0.01,0.2
7393,"SD Gundam GNext","SNES",1995,"Strategy","Namco Bandai Games",0,0,0.2,0,0.2
7394,"Backyard NFL Football 2006","PS2",2005,"Sports","Atari",0.1,0.08,0,0.03,0.2
7395,"NASCAR Heat 2002","XB",2001,"Racing","Infogrames",0.15,0.04,0,0.01,0.2
7396,"Planet 51","Wii",2009,"Action","Sega",0.17,0.02,0,0.02,0.2
7397,"Sloane to MacHale no Nazo no Monogatari","DS",2009,"Puzzle","Level 5",0,0,0.2,0,0.2
7398,"DarkStar One: Broken Alliance","X360",2010,"Simulation","Kalypso Media",0.11,0.08,0,0.02,0.2
7399,"My Fitness Coach 2: Exercise and Nutrition","Wii",2009,"Sports","Black Bean Games",0.14,0.04,0,0.02,0.2
7400,"Sengoku Basara 2 Heroes","PS2",2007,"Action","Capcom",0,0,0.2,0,0.2
7401,"Buzz! The Schools Quiz","PS2",2008,"Misc","Sony Computer Entertainment",0,0.02,0,0.19,0.2
7402,"Two Worlds II","PC",2011,"Role-Playing","Unknown",0.09,0.09,0,0.03,0.2
7403,"Suikoden Tactics","PS2",2005,"Strategy","Konami Digital Entertainment",0.06,0.05,0.07,0.02,0.2
7404,"NCAA March Madness 06","XB",2005,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2
7405,"Major League Baseball 2K11","PS3",2011,"Sports","Take-Two Interactive",0.15,0.03,0,0.02,0.2
7406,"Mobile Suit Gundam: Crossfire","PS3",2006,"Simulation","Namco Bandai Games",0.06,0,0.14,0.01,0.2
7407,"Phantasy Star Online","DC",2000,"Role-Playing","Sega",0,0,0.2,0,0.2
7408,"Crazy Taxi 3: High Roller","XB",2002,"Racing","Sega",0.14,0.04,0.02,0.01,0.2
7409,"Dark Messiah of Might and Magic Elements","X360",2008,"Role-Playing","Ubisoft",0.16,0.02,0.01,0.02,0.2
7410,"Just Dance 2: Extra Songs","Wii",2011,"Misc","Ubisoft",0,0.17,0,0.03,0.2
7411,"Midnight Club 3: DUB Edition Remix","XB",2006,"Racing","Take-Two Interactive",0.15,0.04,0,0.01,0.2
7412,"International Superstar Soccer 2000","PS2",2000,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
7413,"Warhammer 40,000: Space Marine","PC",2011,"Shooter","THQ",0.09,0.09,0,0.03,0.2
7414,"CandyLand / Chutes & Ladders / Memory","GBA",2005,"Misc","Zoo Digital Publishing",0.15,0.05,0,0,0.2
7415,"The Bible Game","PS2",2005,"Misc","Crave Entertainment",0.1,0.08,0,0.03,0.2
7416,"Drift King Shutokou Battle '94","SNES",1994,"Racing","BPS",0,0,0.2,0,0.2
7417,"Shining Blade","PSP",2012,"Role-Playing","Sega",0,0,0.2,0,0.2
7418,"Fairy Fencer F","PS3",2013,"Role-Playing","Nippon Ichi Software",0.05,0.05,0.09,0.02,0.2
7419,"Atelier Shallie: Alchemists of the Dusk Sea","PS3",2014,"Role-Playing","Tecmo Koei",0.06,0.05,0.08,0.02,0.2
7420,"The Ultimate Red Ball Challenge","Wii",2009,"Misc","Mindscape",0,0.19,0,0.01,0.2
7421,"PBR: Out of the Chute","PS2",2008,"Sports","Crave Entertainment",0.1,0.08,0,0.03,0.2
7422,"The King of Fighters Collection: The Orochi Saga","PS2",2006,"Fighting","Ignition Entertainment",0.1,0.08,0,0.03,0.2
7423,"Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial","PS2",2003,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
7424,"Arcana Heart 3","PS3",2011,"Fighting","PQube",0.04,0.05,0.1,0.02,0.2
7425,"Tekken 3D: Prime Edition","3DS",2012,"Fighting","Nintendo",0.06,0.08,0.05,0.01,0.2
7426,"Deal or No Deal: The Banker is Back!","DS",2008,"Misc","Mindscape",0,0.2,0,0,0.2
7427,"Jillian Michaels' Fitness Adventure","X360",2011,"Misc","505 Games",0.17,0.02,0,0.01,0.2
7428,"MLB 10: The Show","PSP",2010,"Sports","Sony Computer Entertainment",0.19,0,0,0.02,0.2
7429,"State of Decay","XOne",2015,"Strategy","Microsoft Game Studios",0.14,0.05,0,0.02,0.2
7430,"Ashes Cricket 2009","X360",2009,"Sports","Codemasters",0,0.19,0,0.01,0.2
7431,"Saturday Night Speedway","PS2",2004,"Racing","Play It",0.1,0.08,0,0.03,0.2
7432,"Bratz: Rock Angelz","GC",2005,"Misc","THQ",0.16,0.04,0,0.01,0.2
7433,"Langrisser III","SAT",1996,"Strategy","NCS",0,0,0.2,0,0.2
7434,"Samurai Spirits (CD)","NG",1994,"Fighting","SNK",0,0,0.2,0,0.2
7435,"MLB SlugFest 20-03","XB",2002,"Sports","Midway Games",0.15,0.04,0,0.01,0.2
7436,"Dragon Ball: Revenge of King Piccolo","Wii",2009,"Action","Namco Bandai Games",0.13,0.03,0.03,0.02,0.2
7437,"Spectrobes: Origins","Wii",2009,"Role-Playing","Disney Interactive Studios",0.16,0.02,0,0.02,0.2
7438,"Earth Defense Force: Insect Armageddon","PS3",2011,"Shooter","D3Publisher",0.06,0.04,0.08,0.02,0.2
7439,"Pitfall: The Lost Expedition","PS2",2004,"Platform","Activision",0.1,0.08,0,0.03,0.2
7440,"Marvel: Ultimate Alliance 2","DS",2009,"Role-Playing","Activision",0.16,0.03,0,0.02,0.2
7441,"From TV Animation One Piece: Grand Battle! 3","GC",2003,"Fighting","Namco Bandai Games",0,0,0.2,0.01,0.2
7442,"Assassin's Creed Syndicate","PC",2015,"Action","Ubisoft",0.1,0.08,0,0.02,0.2
7443,"Rocket Power: Zero Gravity Zone","GBA",2003,"Sports","THQ",0.14,0.05,0,0,0.2
7444,"Le Mans 24 Hours","PS2",2001,"Racing","Infogrames",0.09,0.07,0.02,0.02,0.2
7445,"XCOM 2","PC",2016,"Strategy","Take-Two Interactive",0.09,0.1,0,0.02,0.2
7446,"International Cricket 2010","PS3",2010,"Sports","Codemasters",0,0.15,0,0.05,0.2
7447,"ESPN MLB Baseball","PS2",2004,"Sports","Sega",0.1,0.08,0,0.03,0.2
7448,"Neighborhood Games","Wii",2009,"Misc","THQ",0.17,0.02,0,0.01,0.2
7449,"All Star Pro-Wrestling","PS2",2000,"Fighting","SquareSoft",0,0,0.2,0,0.2
7450,"Way of the Samurai 4","PS3",2011,"Action","Nippon Ichi Software",0,0.03,0.16,0.01,0.2
7451,"Clive Barker's Jericho","PS3",2007,"Shooter","Codemasters",0.17,0.01,0,0.02,0.2
7452,"Harvest Moon: More Friends of Mineral Town","GBA",2003,"Simulation","Ubisoft",0.14,0.05,0,0,0.2
7453,"Captain America: Super Soldier","PS3",2011,"Action","Sega",0.1,0.07,0,0.03,0.2
7454,"MLB 12: The Show","PSV",2012,"Sports","Sony Computer Entertainment",0.18,0,0,0.02,0.2
7455,"The Fairly Odd Parents: Shadow Showdown","GC",2004,"Platform","THQ",0.16,0.04,0,0.01,0.2
7456,"NHL 17","PS4",2016,"Sports","Electronic Arts",0.13,0.04,0,0.04,0.2
7457,"Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono","SAT",1996,"Shooter","Namco Bandai Games",0,0,0.2,0,0.2
7458,"Camping Mama: Outdoor Adventures","DS",2011,"Simulation","505 Games",0.13,0.06,0,0.02,0.2
7459,"Kurohyou 2: Ryu ga Gotoku Ashura Hen","PSP",2012,"Action","Sega",0,0,0.2,0,0.2
7460,"NBA 2K2","XB",2002,"Sports","Sega",0.15,0.04,0,0.01,0.2
7461,"X2: Wolverine's Revenge","GBA",2003,"Platform","Activision",0.14,0.05,0,0,0.2
7462,"7th Dragon 2020","PSP",2011,"Role-Playing","Sega",0,0,0.2,0,0.2
7463,"Cars","XB",2006,"Racing","THQ",0.15,0.04,0,0.01,0.2
7464,"Taiko no Tatsujin: Waku Waku Anime Matsuri","PS2",2003,"Misc","Namco Bandai Games",0,0,0.2,0,0.2
7465,"Imagine: Babyz Fashion","DS",2009,"Simulation","Ubisoft",0.19,0,0,0.01,0.2
7466,"Spy Hunter","GC",2002,"Racing","Midway Games",0.16,0.04,0,0.01,0.2
7467,"Warriors Orochi","PSP",2008,"Action","Tecmo Koei",0.02,0,0.18,0,0.2
7468,"Dead to Rights II","PS2",2005,"Shooter","Electronic Arts",0.1,0.08,0,0.03,0.2
7469,"Super Dodge Ball Advance","GBA",2001,"Sports","Ubisoft",0.14,0.05,0,0,0.2
7470,"Ogre Battle Saga Episode Five: The March of the Black Queen","PS",1996,"Role-Playing","ArtDink",0.06,0.04,0.09,0.01,0.2
7471,"Ridge Racer 6","X360",2005,"Racing","Namco Bandai Games",0.1,0.02,0.07,0.01,0.2
7472,"Angry Birds Star Wars","PS4",2013,"Strategy","Activision",0.1,0.08,0,0.03,0.2
7473,"Ni Hao, Kai-lan: New Year's Celebration","DS",2009,"Misc","Take-Two Interactive",0.19,0,0,0.01,0.2
7474,"Press Your Luck 2010 Edition","DS",2009,"Misc","Ubisoft",0.19,0,0,0.01,0.2
7475,"Treasure World","DS",2009,"Simulation","Aspyr",0.19,0,0,0.01,0.2
7476,"Front Mission Evolved","X360",2010,"Shooter","Square Enix",0.1,0.07,0.02,0.02,0.2
7477,"Body and Brain Connection","X360",2010,"Misc","Namco Bandai Games",0.1,0.08,0,0.02,0.2
7478,"MDK","PS",1997,"Shooter","Interplay",0.11,0.08,0,0.01,0.2
7479,"Monster Jam","X360",2007,"Racing","Activision",0.18,0,0,0.02,0.2
7480,"Afro Samurai","PS3",2009,"Action","Atari",0.12,0.05,0,0.03,0.2
7481,"Rock Band Track Pack: Classic Rock","PS2",2009,"Misc","MTV Games",0.1,0.08,0,0.03,0.2
7482,"Zone of the Enders HD Collection","X360",2012,"Simulation","Konami Digital Entertainment",0.14,0.04,0.01,0.02,0.2
7483,"Ty the Tasmanian Tiger 2: Bush Rescue","GC",2004,"Platform","Electronic Arts",0.15,0.04,0,0.01,0.2
7484,"Speed Punks","PS",1998,"Racing","Sony Computer Entertainment",0.11,0.08,0,0.01,0.2
7485,"The Legend of Heroes VII: The Trail of Blue","PSP",2011,"Role-Playing","Falcom Corporation",0,0,0.2,0,0.2
7486,"No More Heroes: Heroes' Paradise","PS3",2010,"Action","Konami Digital Entertainment",0.1,0.04,0.04,0.02,0.2
7487,"Mahjongg Mysteries: Ancient Egypt","DS",2010,"Puzzle","Avanquest",0.07,0.11,0,0.02,0.2
7488,"Saints Row IV","XOne",2015,"Action","Deep Silver",0.1,0.09,0,0.02,0.2
7489,"Injustice: Gods Among Us","WiiU",2013,"Fighting","Warner Bros. Interactive Entertainment",0.1,0.08,0,0.02,0.2
7490,"MVP Baseball 2003","XB",2003,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2
7491,"CSI: Unsolved!","DS",2010,"Adventure","Ubisoft",0.13,0.06,0,0.02,0.2
7492,"Star Wars: Battlefront","PC",2004,"Shooter","LucasArts",0.06,0.12,0,0.02,0.2
7493,"NCAA Final Four 2004","PS2",2003,"Sports","Sony Computer Entertainment",0.1,0.08,0,0.03,0.2
7494,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","XB",2005,"Action","Disney Interactive Studios",0.15,0.04,0,0.01,0.2
7495,"Tigger's Honey Hunt","N64",2000,"Platform","Ubisoft",0.16,0.04,0,0,0.2
7496,"Roadsters 99","N64",1999,"Racing","Titus",0.06,0.13,0,0.01,0.2
7497,"Magical Tetris Challenge","N64",1997,"Puzzle","Activision",0.13,0.02,0.05,0,0.2
7498,"Twisted Edge Extreme Snowboarding","N64",1998,"Sports","Kemco",0.16,0.04,0,0,0.2
7499,"Disney's Tarzan","N64",2000,"Platform","Activision",0.16,0.04,0,0,0.2
7500,"South Park Rally","N64",2000,"Racing","Acclaim Entertainment",0.16,0.04,0,0,0.2
7501,"Body Harvest","N64",1998,"Shooter","Gremlin Interactive Ltd",0.16,0.04,0,0,0.2
7502,"San Francisco Rush 2049","N64",2000,"Racing","Midway Games",0.16,0.04,0,0,0.2
7503,"Super Robot Taisen 64","N64",1999,"Strategy","Banpresto",0,0,0.2,0,0.2
7504,"Snowboard Kids","N64",1996,"Sports","Atlus",0.16,0.04,0,0,0.2
7505,"NBA 07","PSP",2006,"Sports","Sony Computer Entertainment",0.18,0,0,0.02,0.2
7506,"IHRA Drag Racing 2004","XB",2003,"Racing","Bethesda Softworks",0.15,0.04,0,0.01,0.2
7507,"Shining Hearts","PSP",2010,"Role-Playing","Sega",0,0,0.2,0,0.2
7508,"Magical ZhuZhu Princess: Carriages & Castles","DS",2011,"Simulation","Activision",0.14,0.04,0,0.02,0.2
7509,"Code of Princess","3DS",2012,"Action","Agatsuma Entertainment",0.16,0,0.03,0.01,0.2
7510,"Tomb Raider: Underworld","DS",2008,"Action","Eidos Interactive",0.16,0.03,0,0.02,0.2
7511,"The Con","PSP",2005,"Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2
7512,"Tony Hawk's Pro Skater 5","PS4",2015,"Sports","Activision",0.09,0.08,0,0.03,0.2
7513,"Jissen Pachi-Slot Hisshouhou! Aladdin A","PS2",2002,"Misc","Sammy Corporation",0,0,0.2,0,0.2
7514,"Namco Museum: 50th Anniversary","GBA",2005,"Misc","Namco Bandai Games",0.14,0.05,0,0,0.2
7515,"Ford Racing Off Road","PS2",2008,"Racing","Xplosiv",0.1,0.08,0,0.03,0.2
7516,"The Witch and the Hundred Knight","PS3",2013,"Role-Playing","Nippon Ichi Software",0.06,0.02,0.1,0.01,0.2
7517,"Nobunaga no Yabou: Reppuuden","PS",1999,"Strategy","Tecmo Koei",0,0,0.19,0.01,0.2
7518,"Hot Wheels: Track Attack","Wii",2010,"Racing","THQ",0.15,0.04,0,0.01,0.2
7519,"Schlag den Raab","Wii",2010,"Misc","Namco Bandai Games",0,0.17,0,0.03,0.2
7520,"UFC Personal Trainer: The Ultimate Fitness System","PS3",2011,"Sports","THQ",0.08,0.09,0,0.04,0.2
7521,"Total War: Shogun 2 - Fall of the Samurai","PC",2012,"Strategy","Sega",0.07,0.1,0,0.03,0.2
7522,"The BIGS 2","PS2",2009,"Sports","Take-Two Interactive",0.1,0.08,0,0.03,0.2
7523,"Mat Hoffman's Pro BMX 2","XB",2002,"Sports","Activision",0.15,0.04,0,0.01,0.2
7524,"Treasure Hunter G","SNES",1996,"Role-Playing","SquareSoft",0,0,0.2,0,0.2
7525,"Untold Legends: Dark Kingdom","PS3",2006,"Role-Playing","Electronic Arts",0.14,0.02,0.02,0.02,0.2
7526,"From Russia With Love","XB",2005,"Action","Electronic Arts",0.15,0.04,0,0.01,0.2
7527,"Wing Arms","SAT",1994,"Shooter","Sega",0,0,0.2,0,0.2
7528,"Pro Yaky? Spirits 2013","PS3",2013,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
7529,"We Wish You A Merry Christmas","Wii",2009,"Action","Destineer",0.14,0.04,0,0.02,0.2
7530,"BioShock The Collection","PS4",2016,"Shooter","Take-Two Interactive",0.05,0.11,0.01,0.03,0.2
7531,"DanceDanceRevolution","PS3",2010,"Simulation","Konami Digital Entertainment",0.12,0.05,0,0.02,0.2
7532,"Cabela's Big Game Hunter (2008)","PS2",2007,"Sports","Activision Value",0.1,0.08,0,0.03,0.2
7533,"Grandia II","DC",2000,"Role-Playing","Ubisoft",0,0,0.2,0,0.2
7534,"Namco Museum Vol.4","PS",1996,"Misc","Sony Computer Entertainment",0.02,0.01,0.16,0.01,0.2
7535,"The Cheetah Girls: Passport to Stardom","DS",2008,"Misc","Disney Interactive Studios",0.18,0,0,0.01,0.2
7536,"UFC Personal Trainer: The Ultimate Fitness System","Wii",2011,"Sports","THQ",0.12,0.06,0,0.02,0.2
7537,"How to Train Your Dragon 2","X360",2014,"Adventure","Little Orbit",0.05,0.13,0,0.02,0.2
7538,"Shark Tale","XB",2004,"Action","Activision",0.15,0.04,0,0.01,0.2
7539,"NFL Street 2","GC",2004,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2
7540,"Pro Yaky? Spirits 2013","PSP",2013,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
7541,"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2",2005,"Action","Konami Digital Entertainment",0.1,0.08,0,0.03,0.2
7542,"My Secret World by Imagine","DS",2008,"Misc","Ubisoft",0,0.2,0,0,0.2
7543,"Soldier of Fortune: Payback","X360",2007,"Shooter","Activision",0.18,0.01,0,0.01,0.2
7544,"Ridge Racer","PSV",2011,"Racing","Namco Bandai Games",0.04,0.08,0.05,0.03,0.2
7545,"Bleach: The 3rd Phantom","DS",2008,"Role-Playing","Sega",0.1,0.02,0.07,0.01,0.2
7546,"Gladius","PS2",2003,"Strategy","Activision",0.1,0.08,0,0.03,0.2
7547,"Family Feud: 2012 Edition","Wii",2011,"Misc","Ubisoft",0.19,0,0,0.01,0.2
7548,"Dave Mirra Freestyle BMX 2","XB",2001,"Sports","Acclaim Entertainment",0.15,0.04,0,0.01,0.2
7549,"Spore Hero Arena","DS",2009,"Simulation","Electronic Arts",0.18,0,0,0.01,0.2
7550,"Pro Yaky? Spirits 2012","PSP",2012,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
7551,"Puzzle & Dragons X: God Chapter / Dragon Chapter","3DS",2016,"Action","GungHo",0,0,0.2,0,0.2
