"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Revenue"
7702,"Tokimeki Memorial Girl's Side 3rd Story","DS",2010,"Adventure","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7703,"NHL Hitz Pro","PS2",2003,"Sports","Midway Games",0.09,0.07,0,0.02,0.19,"0"
7704,"Tom Clancy's Splinter Cell: Blacklist","PC",2013,"Action","Ubisoft",0.04,0.13,0,0.03,0.19,"0"
7705,"Allied General","PS",1996,"Strategy","SSI",0.11,0.07,0,0.01,0.19,"0"
7706,"Fire ProWrestling G","PS",1999,"Fighting","Human Entertainment",0,0,0.18,0.01,0.19,"0"
7707,"Kamen Rider: Battride War","PS3",2013,"Action","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7708,"Binary Domain","X360",2012,"Action","Sega",0.09,0.07,0.02,0.02,0.19,"0"
7709,"IL-2 Sturmovik: Birds of Prey","PSP",2009,"Simulation","505 Games",0.08,0.07,0,0.04,0.19,"0"
7710,"Farming Simulator 2015","XOne",2015,"Simulation","Koch Media",0.1,0.07,0,0.02,0.19,"0"
7711,"Armored Core: For Answer","PS3",2008,"Simulation","Ubisoft",0.06,0.02,0.1,0.01,0.19,"0"
7712,"Mahjong: Journey Quest for Tikal","DS",2008,"Puzzle","Rondomedia",0.15,0.03,0,0.01,0.19,"0"
7713,"uDraw Studio: Instant Artist","Wii",2011,"Misc","THQ",0.08,0.09,0,0.02,0.19,"0"
7714,"Naruto: Ninja Destiny","DS",2006,"Fighting","Namco Bandai Games",0.02,0.01,0.16,0,0.19,"0"
7715,"GunGriffon","SAT",1995,"Simulation","Sega",0,0,0.19,0,0.19,"0"
7716,"SingStar Pop Vol.2","PS2",2008,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7717,"SNK Arcade Classics Vol. 1","PS2",2008,"Misc","Ignition Entertainment",0.09,0.07,0,0.02,0.19,"0"
7718,"Darkstalkers 3","PS",1998,"Fighting","Capcom",0.11,0.07,0,0.01,0.19,"0"
7719,"SpongeBob's Surf & Skate Roadtrip","X360",2011,"Action","THQ",0.15,0.03,0,0.01,0.19,"0"
7720,"Frequency","PS2",2001,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7721,"Death Jr.","PSP",2005,"Platform","Konami Digital Entertainment",0.17,0,0,0.01,0.19,"0"
7722,"Cars: Race-O-Rama","PS3",2009,"Racing","THQ",0.14,0.03,0,0.02,0.19,"0"
7723,"Inazuma Eleven Strikers 2012 Xtreme","Wii",2011,"Role-Playing","Level 5",0,0,0.19,0,0.19,"0"
7724,"The Polar Express","GBA",2004,"Adventure","THQ",0.14,0.05,0,0,0.19,"0"
7725,"2002 FIFA World Cup","XB",2002,"Sports","Electronic Arts",0.14,0.04,0,0.01,0.19,"0"
7726,"Kan Colle Kai","PSV",2016,"Action","Kadokawa Games",0,0,0.19,0,0.19,"0"
7727,"SpongeBob SquigglePants 3D","3DS",2011,"Misc","THQ",0.13,0.05,0,0.02,0.19,"0"
7728,"Jampack: Summer 2003 (RP-T)","PS2",2003,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7729,"Need for Speed: Shift 2 Unleashed","PC",2011,"Racing","Electronic Arts",0.05,0.11,0,0.03,0.19,"0"
7730,"Monster 4x4: Stunt Racer","Wii",2009,"Racing","Ubisoft",0.18,0,0,0.01,0.19,"0"
7731,"Frogger's Adventures 2: The Lost Wand","GBA",2002,"Adventure","Konami Digital Entertainment",0.14,0.05,0,0,0.19,"0"
7732,"Sudeki","XB",2004,"Role-Playing","Microsoft Game Studios",0.14,0.04,0,0.01,0.19,"0"
7733,"Rango: The Video Game","PS3",2011,"Action","Electronic Arts",0.07,0.09,0,0.04,0.19,"0"
7734,"The Amazing Spider-Man (Console Version)","3DS",2012,"Action","Activision",0.15,0.03,0,0.01,0.19,"0"
7735,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu","PSP",2009,"Adventure","Sony Computer Entertainment",0,0,0.19,0,0.19,"0"
7736,"Hyperdevotion Noire: Goddess Black Heart","PSV",2014,"Role-Playing","Idea Factory",0.08,0.02,0.06,0.03,0.19,"0"
7737,"Hexen","N64",1996,"Shooter","GT Interactive",0.15,0.04,0,0,0.19,"0"
7738,"Mace: The Dark Age","N64",1997,"Fighting","GT Interactive",0.15,0.04,0,0,0.19,"0"
7739,"AeroFighters Assault","N64",1997,"Action","Video System",0.15,0.04,0,0,0.19,"0"
7740,"Puyo Puyo Sun 64","N64",1997,"Puzzle","Compile",0,0,0.16,0.03,0.19,"0"
7741,"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)","N64",1996,"Sports","Imagineer",0,0,0.19,0,0.19,"0"
7742,"Quake","N64",1998,"Shooter","GT Interactive",0.15,0.04,0,0,0.19,"0"
7743,"Sesame Street: Elmo's Number Journey","N64",1999,"Misc","NewKidCo",0.15,0.04,0,0,0.19,"0"
7744,"Disney Magic World 2","3DS",2015,"Action","Nintendo",0,0,0.19,0,0.19,"0"
7745,"Squeeballs Party","Wii",2009,"Puzzle","Performance Designed Products",0.18,0,0,0.01,0.19,"0"
7746,"Tottadoo! Yoiko no Mujintou Seikatsu","DS",2008,"Adventure","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7747,"Where's Waldo? The Fantastic Journey","Wii",2009,"Adventure","Ubisoft",0.18,0,0,0.01,0.19,"0"
7748,"Family Game Night 4: The Game Show","Wii",2011,"Misc","Electronic Arts",0.13,0.04,0,0.01,0.19,"0"
7749,"Teenage Mutant Ninja Turtles 2: Battle Nexus","GC",2004,"Action","Konami Digital Entertainment",0.15,0.04,0,0.01,0.19,"0"
7750,"Saints Row IV","PC",2013,"Action","Deep Silver",0.11,0.06,0,0.02,0.19,"0"
7751,"Fighter Within","XOne",2013,"Fighting","Ubisoft",0.11,0.07,0,0.02,0.19,"0"
7752,"Barbie Horse Adventures: Riding Camp","PS2",2008,"Sports","Activision",0.09,0.07,0,0.02,0.19,"0"
7753,"SSX Tricky","GBA",2002,"Sports","Electronic Arts",0.14,0.05,0,0,0.19,"0"
7754,"Kenka Banchou 4: Ichinen Sensou","PSP",2010,"Action","Spike",0,0,0.19,0,0.19,"0"
7755,"Warhammer: Shadow of the Horned Rat","PS",1996,"Strategy","Mindscape",0.11,0.07,0,0.01,0.19,"0"
7756,"Shadows of the Damned","X360",2011,"Action","Electronic Arts",0.1,0.06,0.01,0.02,0.19,"0"
7757,"NBA 2K11","PC",2010,"Action","Take-Two Interactive",0.18,0,0,0.01,0.19,"0"
7758,"Pro Yakyuu Team o Tsukurou!","DS",2008,"Sports","Sega",0,0,0.19,0,0.19,"0"
7759,"Warriors: Legends of Troy","PS3",2011,"Action","Tecmo Koei",0.06,0.05,0.07,0.02,0.19,"0"
7760,"Jeopardy!","DS",2010,"Misc","THQ",0.18,0,0,0.01,0.19,"0"
7761,"ESPN International Track & Field","PS2",2000,"Sports","Konami Digital Entertainment",0.09,0.07,0,0.02,0.19,"0"
7762,"Lunar Legend","GBA",2002,"Role-Playing","Media Rings",0.14,0.05,0,0,0.19,"0"
7763,"Conflict: Global Terror","PS2",2005,"Shooter","Eidos Interactive",0.09,0.07,0,0.02,0.19,"0"
7764,"Valhalla Knights 3","PSV",2013,"Role-Playing","Xseed Games",0.04,0.01,0.12,0.01,0.19,"0"
7765,"Tamagotchi Party On!","Wii",2006,"Misc","Namco Bandai Games",0.12,0,0.06,0.01,0.19,"0"
7766,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion","PS2",2006,"Misc","D3Publisher",0,0,0.19,0,0.19,"0"
7767,"Brunswick Pro Bowling","PS3",2010,"Sports","505 Games",0.1,0.06,0,0.03,0.19,"0"
7768,"Shaun White Skateboarding","PS3",2010,"Sports","Ubisoft",0.11,0.05,0,0.03,0.19,"0"
7769,"Hulk","GC",2003,"Action","Universal Interactive",0.15,0.04,0,0.01,0.19,"0"
7770,"The Heavy Rain and Beyond: Two Souls Collection","PS4",2016,"Action","Sony Computer Entertainment",0,0.16,0,0.03,0.19,"0"
7771,"Cabela's Survival: Shadows of Katmai","PS3",2011,"Sports","Activision",0.11,0.05,0,0.03,0.19,"0"
7772,"Shaun White Skateboarding","Wii",2010,"Sports","Ubisoft",0.14,0.03,0,0.01,0.19,"0"
7773,"Boogie","PS2",2007,"Misc","Electronic Arts",0.09,0.07,0,0.02,0.19,"0"
7774,"Gungrave","PS2",2002,"Shooter","Activision",0.09,0.07,0,0.02,0.19,"0"
7775,"Phantasy Star Universe","PS2",2006,"Role-Playing","Sega",0,0,0.19,0,0.19,"0"
7776,"Transworld Surf","PS2",2002,"Sports","Atari",0.09,0.07,0,0.02,0.19,"0"
7777,"God Eater Resurrection","PSV",2015,"Action","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7778,"Tenchu: Fatal Shadows","PS2",2004,"Action","Sega",0.09,0.07,0,0.02,0.19,"0"
7779,"Active Health with Carol Vorderman","DS",2009,"Sports","Nintendo",0,0.18,0,0.01,0.19,"0"
7780,"Escape The Museum","DS",2010,"Adventure","Astragon",0.05,0.12,0,0.02,0.19,"0"
7781,"The Legend of Spyro: A New Beginning","GC",2006,"Platform","Vivendi Games",0.15,0.04,0,0.01,0.19,"0"
7782,"International Soccer","2600",1981,"Sports","Mattel Interactive",0.18,0.01,0,0,0.19,"0"
7783,"Sing4: The Hits Edition","Wii",2011,"Misc","Crave Entertainment",0.18,0,0,0.01,0.19,"0"
7784,"Jewel Master: Cradle of Athena","DS",2010,"Puzzle","Storm City Games",0.18,0,0,0.01,0.19,"0"
7785,"Princess Maker: Yumemiru Yosei","PS",1997,"Strategy","Sony Computer Entertainment",0,0,0.18,0.01,0.19,"0"
7786,"Big Air","PS",1999,"Sports","Accolade",0.1,0.07,0,0.01,0.19,"0"
7787,"Shining Force II","GEN",1993,"Strategy","Sega",0,0,0.19,0,0.19,"0"
7788,"Gallop Racer","PS",1999,"Sports","Tecmo Koei",0,0,0.18,0.01,0.19,"0"
7789,"Harry Potter and the Prisoner of Azkaban","XB",2004,"Action","Electronic Arts",0.14,0.04,0,0.01,0.19,"0"
7790,"NASCAR Unleashed","3DS",2011,"Racing","Activision",0.18,0,0,0.01,0.19,"0"
7791,"3rd Super Robot Wars Z Jigoku Hen","PSV",2014,"Role-Playing","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7792,"Sudoku Gridmaster (JP sales)","DS",2006,"Puzzle","Nintendo",0,0,0.19,0,0.19,"0"
7793,"Dynasty Warriors Gundam","X360",2007,"Action","Namco Bandai Games",0.15,0.01,0.02,0.01,0.19,"0"
7794,"Taiko no Tatsujin: Wii U Version!","WiiU",2013,"Misc","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7795,"Monsters vs. Aliens","PS2",2009,"Action","Activision",0.11,0,0,0.08,0.19,"0"
7796,"CSI: Fatal Conspiracy","PS3",2010,"Adventure","Ubisoft",0.11,0.05,0,0.02,0.19,"0"
7797,"College Slam","PS",1995,"Sports","Acclaim Entertainment",0.1,0.07,0,0.01,0.19,"0"
7798,"Arcania: Gothic 4","PC",2010,"Role-Playing","JoWood Productions",0.09,0.08,0,0.02,0.19,"0"
7799,"Mushroom Men: The Spore Wars","Wii",2008,"Action","SouthPeak Games",0.17,0.01,0,0.01,0.19,"0"
7800,"Zumba Fitness Rush","X360",2012,"Sports","505 Games",0,0.16,0,0.02,0.19,"0"
7801,"Pro Yaky? Spirits 4","PS2",2007,"Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7802,"Pictionary","DS",2010,"Puzzle","THQ",0.1,0.07,0,0.02,0.19,"0"
7803,"SoulCalibur Legends","Wii",2007,"Action","Namco Bandai Games",0.16,0.01,0,0.01,0.19,"0"
7804,"Daigasso! Band Brothers","DS",2004,"Misc","Nintendo",0,0,0.19,0,0.19,"0"
7805,"Rise of the Kasai","PS2",2005,"Action","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7806,"Thoroughbred Breeder","SNES",1993,"Simulation","Hect",0,0,0.19,0,0.19,"0"
7807,"F1 2011","PC",2011,"Racing","Codemasters",0,0.15,0,0.04,0.19,"0"
7808,"Momotarou Dentetsu World","DS",2010,"Misc","Hudson Soft",0,0,0.19,0,0.19,"0"
7809,"Nobunaga no Yabou: Souzou","PS3",2013,"Strategy","Tecmo Koei",0,0,0.19,0,0.19,"0"
7810,"Doctor Who: Return to Earth","Wii",2010,"Adventure","Asylum Entertainment",0,0.16,0,0.02,0.19,"0"
7811,"The Munchables","Wii",2009,"Action","Namco Bandai Games",0.17,0,0,0.01,0.19,"0"
7812,"We Dance","Wii",2011,"Misc","Nordic Games",0,0.17,0,0.02,0.19,"0"
7813,"Chibi-Robo! Park Patrol","DS",2007,"Adventure","Unknown",0,0,0.19,0,0.19,"0"
7814,"Bolt","PS3",2008,"Adventure","Disney Interactive Studios",0.12,0.05,0,0.02,0.19,"0"
7815,"Singstar: Ultimate Party","PS4",2014,"Misc","Sony Computer Entertainment Europe",0,0.16,0,0.03,0.19,"0"
7816,"Mathews Bowhunting","Wii",2010,"Sports","Zoo Games",0.18,0,0,0.01,0.19,"0"
7817,"3rd Super Robot Wars Z: Tengoku-Hen","PSV",2015,"Action","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7818,"One Piece: Unlimited Adventure","Wii",2007,"Adventure","Namco Bandai Games",0.07,0,0.11,0.01,0.19,"0"
7819,"Remington Super Slam Hunting: North America","Wii",2010,"Sports","Mastiff",0.18,0,0,0.01,0.19,"0"
7820,"Crash & Spyro Superpack","GBA",2005,"Platform","Vivendi Games",0.13,0.05,0,0,0.19,"0"
7821,"Earth Defense Force: Insect Armageddon","X360",2011,"Shooter","D3Publisher",0.1,0.05,0.03,0.01,0.19,"0"
7822,"Face Training","DS",2007,"Misc","Nintendo",0,0,0.19,0,0.19,"0"
7823,"ThunderStrike 2","PS",1994,"Simulation","Core Design Ltd.",0.1,0.07,0,0.01,0.19,"0"
7824,"Disney's Meet the Robinsons","Wii",2007,"Action","Disney Interactive Studios",0.17,0,0,0.01,0.19,"0"
7825,"Call of Duty: World at War","PC",2008,"Shooter","Activision",0.02,0.13,0,0.03,0.19,"0"
7826,"Pro Yaky? Spirits 2012","PS3",2012,"Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7827,"Kuma-Tomo","3DS",2013,"Misc","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7828,"Super Real Mahjong P V","SAT",1995,"Misc","Seta Corporation",0,0,0.19,0,0.19,"0"
7829,"Thomas the Tank Engine & Friends","GBA",2004,"Adventure","N/A",0.13,0.05,0,0,0.19,"0"
7830,"Grand Slam Tennis 2","X360",2012,"Sports","Electronic Arts",0.1,0.07,0,0.02,0.19,"0"
7831,"Penguin no Mondai X: Tenkuu no 7 Senshi","DS",2009,"Action","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7832,"The Scorpion King: Sword of Osiris","GBA",2002,"Action","Vivendi Games",0.13,0.05,0,0,0.19,"0"
7833,"Bubsy 3D","PS",1996,"Platform","Accolade",0.1,0.07,0,0.01,0.19,"0"
7834,"Reel Fishing Paradise 3D","3DS",2011,"Sports","Marvelous Interactive",0.12,0,0.06,0.01,0.19,"0"
7835,"NCAA Final Four 2001","PS2",2000,"Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7836,"Farmtopia","DS",2010,"Simulation","505 Games",0.18,0,0,0.01,0.19,"0"
7837,"Robin Hood: Defender of the Crown","PS2",2003,"Strategy","Capcom",0.09,0.07,0,0.02,0.19,"0"
7838,"SD Gundam GX","SNES",1994,"Strategy","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7839,"R-Type Final","PS2",2003,"Shooter","Metro 3D",0.09,0.07,0,0.02,0.19,"0"
7840,"Jackie Chan Adventures: Legend of the Dark Hand","GBA",2001,"Action","Activision",0.13,0.05,0,0,0.19,"0"
7841,"MotoGP","Wii",2009,"Racing","Capcom",0.05,0.11,0,0.02,0.19,"0"
7842,"Sega GT 2002","XB",2002,"Racing","Sega",0.12,0.03,0.03,0.01,0.19,"0"
7843,"Ty the Tasmanian Tiger 3: Night of the Quinkan","PS2",2005,"Action","Activision",0.09,0.07,0,0.02,0.19,"0"
7844,"WWE SmackDown vs. Raw 2009","DS",2008,"Fighting","THQ",0.15,0.02,0,0.01,0.19,"0"
7845,"Pro Evolution Soccer 2014","3DS",2013,"Action","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7846,"Samurai Warriors 2: Empires","PS2",2006,"Action","Tecmo Koei",0,0,0.19,0,0.19,"0"
7847,"Blood Omen 2","XB",2002,"Action","Eidos Interactive",0.14,0.04,0,0.01,0.19,"0"
7848,"Jurassic: The Hunted","PS3",2009,"Shooter","Activision",0.17,0,0,0.02,0.19,"0"
7849,"J-League Pro Soccer Club o Tsukurou! 5","PS2",2007,"Sports","Sega",0,0,0.19,0,0.19,"0"
7850,"Harry Potter: Quidditch World Cup","XB",2003,"Sports","Electronic Arts",0.14,0.04,0,0.01,0.19,"0"
7851,"Dance Central: Spotlight","XOne",2014,"Misc","Microsoft Game Studios",0.15,0.03,0,0,0.19,"0"
7852,"Little Battlers eXperience W","PSP",2012,"Role-Playing","Level 5",0,0,0.19,0,0.19,"0"
7853,"Magical Starsign (US sales)","DS",2006,"Role-Playing","Nintendo",0.16,0.03,0,0,0.19,"0"
7854,"Tekken Tag Tournament 2","WiiU",2012,"Fighting","Namco Bandai Games",0.09,0.07,0.01,0.01,0.19,"0"
7855,"Hot Wheels: Battle Force 5","Wii",2009,"Racing","Activision",0.17,0,0,0.01,0.19,"0"
7856,"Dragon Blade: Wrath of Fire","Wii",2007,"Action","D3Publisher",0.17,0,0,0.01,0.19,"0"
7857,"La Pucelle: Tactics","PS2",2002,"Role-Playing","Tecmo Koei",0.09,0.07,0,0.02,0.19,"0"
7858,"Phantasy Star Nova","PSV",2014,"Role-Playing","Sega",0,0,0.19,0,0.19,"0"
7859,"SBK X: Superbike World Championship","X360",2010,"Racing","Black Bean Games",0.1,0.07,0,0.02,0.19,"0"
7860,"Samurai Warriors: State of War","PSP",2005,"Action","Tecmo Koei",0.07,0,0.11,0.01,0.19,"0"
7861,"Tiger Woods PGA Tour 07","XB",2006,"Sports","Electronic Arts",0.13,0.05,0,0.01,0.19,"0"
7862,"Call of Juarez","X360",2007,"Shooter","Ubisoft",0.14,0.02,0,0.01,0.19,"0"
7863,"Star Wars: The Clone Wars & Tetris Worlds","XB",2002,"Misc","Microsoft Game Studios",0.14,0.04,0,0.01,0.19,"0"
7864,"The Bee Game","DS",2007,"Adventure","Midway Games",0.17,0,0,0.01,0.19,"0"
7865,"EverQuest Online Adventures: Frontiers","PS2",2003,"Role-Playing","Sony Online Entertainment",0.09,0.07,0,0.02,0.19,"0"
7866,"Cabela's Survival: Shadows of Katmai","X360",2011,"Sports","Activision",0.14,0.03,0,0.01,0.19,"0"
7867,"NBA Ballers: Chosen One","X360",2008,"Sports","Midway Games",0.17,0,0,0.01,0.19,"0"
7868,"WWE All Stars","PSP",2011,"Fighting","THQ",0.12,0.04,0,0.03,0.19,"0"
7869,"Treasures of the Deep","PS",1997,"Action","Namco Bandai Games",0.1,0.07,0,0.01,0.19,"0"
7870,"Phantasy Star Online Ver. 2","DC",2001,"Role-Playing","Sega",0,0,0.19,0,0.19,"0"
7871,"EyePet & Friends","PS3",2011,"Simulation","Sony Computer Entertainment",0.06,0.09,0,0.03,0.19,"0"
7872,"The Lord of the Rings: War in the North","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.04,0.11,0,0.03,0.18,"0"
7873,"Major League Baseball 2K10","PS3",2010,"Sports","Take-Two Interactive",0.17,0,0,0.01,0.18,"0"
7874,"Fight Club","PS2",2004,"Fighting","Vivendi Games",0.09,0.07,0,0.02,0.18,"0"
7875,"Hello Kitty: Birthday Adventures","DS",2010,"Adventure","Namco Bandai Games",0.06,0.11,0,0.02,0.18,"0"
7876,"Syndicate","X360",2012,"Shooter","Electronic Arts",0.1,0.06,0,0.02,0.18,"0"
7877,"Dance Dance Revolution: Disney Grooves","Wii",2009,"Simulation","Konami Digital Entertainment",0.17,0,0,0.01,0.18,"0"
7878,"Pure Futbol","X360",2010,"Sports","Ubisoft",0.08,0.09,0,0.02,0.18,"0"
7879,"Harvest Moon: A Wonderful Life Special Edition","PS2",2004,"Simulation","505 Games",0.09,0.07,0,0.02,0.18,"0"
7880,"Sports Illustrated for Kids: Football","GBA",2003,"Sports","BAM! Entertainment",0.13,0.05,0,0,0.18,"0"
7881,"The Last Airbender","DS",2010,"Action","THQ",0.13,0.04,0,0.01,0.18,"0"
7882,"Happy Cooking","DS",2006,"Simulation","Ubisoft",0.17,0,0,0.01,0.18,"0"
7883,".hack//Quarantine Part 4: The Final Chapter","PS2",2003,"Role-Playing","Atari",0.09,0.07,0,0.02,0.18,"0"
7884,"Close Combat: First to Fight","XB",2005,"Shooter","Take-Two Interactive",0.14,0.04,0,0.01,0.18,"0"
7885,"MotoGP 14","PS4",2014,"Racing","Milestone S.r.l.",0.04,0.11,0,0.04,0.18,"0"
7886,"Indiana Jones and the Emperor's Tomb","XB",2003,"Action","LucasArts",0.14,0.04,0,0.01,0.18,"0"
7887,"NBA Live 08","Wii",2007,"Sports","Electronic Arts",0.17,0,0,0.02,0.18,"0"
7888,"Buffy the Vampire Slayer: Chaos Bleeds","PS2",2003,"Action","Vivendi Games",0.09,0.07,0,0.02,0.18,"0"
7889,"Half-Minute Hero","PSP",2009,"Role-Playing","Rising Star Games",0.08,0.02,0.07,0.02,0.18,"0"
7890,"Rock Band Track Pack Volume 2","X360",2008,"Misc","MTV Games",0.16,0.01,0,0.01,0.18,"0"
7891,"Reel Fishing II","PS",2000,"Sports","Victor Interactive",0.1,0.07,0,0.01,0.18,"0"
7892,"Ringling Bros. and Barnum & Bailey Circus","Wii",2009,"Action","Take-Two Interactive",0.17,0,0,0.01,0.18,"0"
7893,"The Walking Dead: Season One","PSV",2013,"Adventure","Square Enix",0.14,0,0.01,0.03,0.18,"0"
7894,"Ty the Tasmanian Tiger","XB",2002,"Platform","Electronic Arts",0.14,0.04,0,0.01,0.18,"0"
7895,"Dead or Alive","SAT",1997,"Fighting","Tecmo Koei",0,0,0.18,0,0.18,"0"
7896,"Driving Emotion Type-S","PS2",2000,"Racing","Electronic Arts",0.04,0.03,0.11,0.01,0.18,"0"
7897,"Siren","PS2",2003,"Adventure","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18,"0"
7898,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","DS",2005,"Action","Disney Interactive Studios",0.15,0.02,0,0.01,0.18,"0"
7899,"NARC","XB",2005,"Shooter","Midway Games",0.14,0.04,0,0.01,0.18,"0"
7900,"Naruto Shippuden: Dragon Blade Chronicles","Wii",2009,"Action","505 Games",0.11,0.02,0.05,0.01,0.18,"0"
7901,"Dynasty Warriors 8: Empires","PS4",2014,"Action","Tecmo Koei",0.06,0.07,0.03,0.02,0.18,"0"
7902,"Super Robot Taisen J","GBA",2005,"Strategy","Banpresto",0,0,0.18,0,0.18,"0"
7903,"Evolve","PC",2015,"Shooter","Take-Two Interactive",0.07,0.1,0,0.01,0.18,"0"
7904,"Nep League DS","DS",2007,"Sports","Jaleco",0,0,0.18,0,0.18,"0"
7905,"Ar tonelico 2: Melody of Metafalica","PS2",2007,"Role-Playing","Nippon Ichi Software",0.04,0.03,0.11,0.01,0.18,"0"
7906,"de Blob 2","Wii",2011,"Platform","THQ",0.11,0.06,0,0.02,0.18,"0"
7907,"Lips: Party Classics","X360",2010,"Misc","Microsoft Game Studios",0.05,0.11,0,0.02,0.18,"0"
7908,"Casper: Friends Around the World","PS",2000,"Action","TDK Core",0.1,0.07,0,0.01,0.18,"0"
7909,"Borderlands","PC",2009,"Shooter","Take-Two Interactive",0.01,0.14,0,0.04,0.18,"0"
7910,"Jurassic Park III: Island Attack","GBA",2001,"Adventure","Konami Digital Entertainment",0.13,0.05,0,0,0.18,"0"
7911,"Chaotic: Shadow Warriors","DS",2009,"Action","Activision",0.17,0,0,0.01,0.18,"0"
7912,"Ghostbusters: The Video Game","PSP",2009,"Action","Atari",0.16,0.01,0,0.02,0.18,"0"
7913,"GameBoy Wars","GB",1991,"Strategy","Nintendo",0,0,0.18,0,0.18,"0"
7914,"Amplitude","PS2",2003,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18,"0"
7915,"Alone in the Dark","Wii",2008,"Adventure","Atari",0.09,0.08,0,0.02,0.18,"0"
7916,"Company of Heroes: Anthology","PC",2009,"Strategy","THQ",0,0.15,0,0.04,0.18,"0"
7917,"Shape Up","XOne",2014,"Misc","Ubisoft",0.08,0.09,0,0.01,0.18,"0"
7918,"Gauntlet: Seven Sorrows","XB",2005,"Role-Playing","Midway Games",0.14,0.04,0,0.01,0.18,"0"
7919,"AirForce Delta Storm","XB",2001,"Shooter","Konami Digital Entertainment",0.14,0.04,0,0.01,0.18,"0"
7920,"Monopoly Party","XB",2002,"Misc","Infogrames",0.14,0.04,0,0.01,0.18,"0"
7921,"Fear Effect 2: Retro Helix","PS",2001,"Action","Eidos Interactive",0.1,0.07,0,0.01,0.18,"0"
7922,"How to Train Your Dragon","PS3",2010,"Action","Activision",0.12,0.04,0,0.02,0.18,"0"
7923,"Remember Me","X360",2013,"Action","Capcom",0.1,0.07,0,0.02,0.18,"0"
7924,"International Superstar Soccer 2000 (JP weekly sales)","N64",1999,"Sports","Konami Digital Entertainment",0,0,0.18,0,0.18,"0"
7925,"Chocobo no Fushigi Dungeon for WonderSwan","WS",1999,"Role-Playing","Namco Bandai Games",0,0,0.18,0,0.18,"0"
7926,"Klonoa: Door to Phantomile","PS",1997,"Platform","Sony Computer Entertainment",0,0,0.17,0.01,0.18,"0"
7927,"Vietcong: Purple Haze","PS2",2004,"Shooter","Gathering of Developers",0.09,0.07,0,0.02,0.18,"0"
7928,"Hitman: HD Trilogy","X360",2013,"Action","Square Enix",0.07,0.09,0,0.02,0.18,"0"
7929,"Atari Anniversary Advance","GBA",2002,"Misc","Atari",0.13,0.05,0,0,0.18,"0"
7930,"Summer Athletics: The Ultimate Challenge","PS2",2008,"Sports","DTP Entertainment",0,0,0,0.18,0.18,"0"
7931,"Driver: San Francisco","PC",2011,"Racing","Ubisoft",0.05,0.1,0,0.03,0.18,"0"
7932,"Metal Gear Ac!d 2","PSP",2005,"Strategy","Konami Digital Entertainment",0.11,0.01,0.05,0.01,0.18,"0"
7933,"Hatsune Miku and Future Stars: Project Mirai","3DS",2012,"Misc","Sega",0,0,0.18,0,0.18,"0"
7934,"Let's TAP","Wii",2008,"Misc","Sega",0.09,0.06,0.01,0.02,0.18,"0"
7935,"X-Men Origins: Wolverine","PS2",2009,"Action","Activision",0.13,0,0,0.05,0.18,"0"
7936,"TalkMan (Japan)","PSP",2005,"Misc","Sony Computer Entertainment",0,0,0.18,0,0.18,"0"
7937,"Cabela's Adventure Camp","Wii",2011,"Misc","Activision",0.15,0.02,0,0.01,0.18,"0"
7938,"LEGO Marvel's Avengers","3DS",2016,"Action","Warner Bros. Interactive Entertainment",0.07,0.08,0.01,0.01,0.18,"0"
7939,"Bloody Roar: Primal Fury","GC",2002,"Fighting","Activision",0.14,0.04,0,0,0.18,"0"
7940,"Shrek SuperSlam","DS",2005,"Action","Activision",0.17,0,0,0.01,0.18,"0"
